brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years,price_per_kwh,efficiency,power_to_weight,cluster
Hyundai,Ioniq 6,2025,Premium,44861.53,84.1,305.0,50.4,5.06,172.0,389.0,344.0,RWD,5,Coupe,24.7,1680.0,4,0,South Korea,Mid-range,98434.0,3.53,3.0,533.4307966706302,3.6266349583828776,231.5476190476191,1
Tesla,Model 3,2024,Base,32105.76,54.4,214.0,223.7,7.58,129.0,229.0,203.0,FWD,5,Coupe,18.8,1625.0,4,2,US,Budget,245170.0,3.53,5.0,590.1794117647058,3.933823529411765,140.92307692307693,1
BMW,iX,2022,Base,61657.41,79.9,273.0,112.4,5.22,174.0,295.0,276.0,AWD,5,SUV,58.7,1890.0,5,2,Germany,Mid-range,21575.0,3.67,6.0,771.6822277847309,3.4167709637046304,156.08465608465607,1
GM/Chevrolet,Equinox EV,2023,Base,37448.46,74.1,275.0,104.4,5.71,165.0,350.0,350.0,AWD,7,SUV,47.5,1971.0,5,0,US,Mid-range,12182.0,3.71,5.0,505.3773279352227,3.711201079622133,177.57483510908168,1
Kia,EV9,2023,Standard,55591.96,80.5,283.0,90.4,6.21,166.0,533.0,490.0,AWD,5,SUV,41.6,2004.0,4,1,South Korea,Mid-range,113695.0,3.55,5.0,690.5833540372671,3.515527950310559,265.96806387225547,1
Toyota,bZ4X,2024,Long Range,55686.21,91.7,324.0,116.2,4.88,179.0,560.0,505.0,FWD,5,Van,64.2,1570.0,5,1,Japan,Mid-range,18558.0,3.6,4.0,607.2651035986913,3.533260632497273,356.68789808917194,0
Volkswagen,ID.4,2025,Long Range,47485.93,104.7,349.0,67.7,5.75,166.0,429.0,423.0,FWD,5,Sedan,17.8,1870.0,4,1,Germany,Mid-range,243761.0,3.63,5.0,453.54278892072585,3.333333333333333,229.41176470588235,1
Mercedes,EQC,2025,Long Range,162751.1,96.3,344.0,117.0,4.35,185.0,1000.0,889.0,AWD,5,Sedan,33.4,1500.0,5,1,Germany,Luxury,68195.0,4.260000000000001,6.0,1690.042575285566,3.572170301142264,666.6666666666666,0
BYD,Dolphin,2020,Standard,70472.75,66.3,241.0,74.7,7.41,138.0,730.0,699.0,AWD,5,Van,67.2,1731.0,3,2,China,Premium,199656.0,3.4,4.0,1062.9374057315233,3.6349924585218703,421.7215482380127,1
Toyota,bZ4X,2024,Base,36014.2,52.5,186.0,91.3,5.22,177.0,200.0,212.0,FWD,5,Coupe,29.8,1500.0,4,1,Japan,Mid-range,5267.0,3.41,3.0,685.9847619047619,3.5428571428571427,133.33333333333334,1
Tesla,Model Y,2026,Base,41355.45,69.6,247.0,307.7,5.79,165.0,287.0,328.0,RWD,5,Van,69.8,1501.0,4,2,US,Mid-range,385830.5,3.8,4.0,594.1875,3.548850574712644,191.20586275816123,1
Fisker,Ronin,2024,Base,65556.39,55.1,194.0,77.1,6.84,143.0,472.0,380.0,RWD,7,Van,70.6,1500.0,5,1,US,Premium,2927.0,3.38,4.0,1189.7711433756806,3.5208711433756803,314.66666666666663,1
Tesla,Model S,2026,Base,88832.48,49.6,157.0,285.7,7.87,138.0,597.0,558.0,FWD,7,Coupe,24.3,1583.0,5,2,US,Premium,238605.0,3.46,4.0,1790.9774193548385,3.165322580645161,377.1320277953253,1
Volvo,XC90 Recharge,2025,Premium,96813.71,40.6,150.0,140.7,7.68,123.0,899.0,801.0,FWD,7,Van,63.9,1615.0,5,2,Sweden,Premium,10606.0,3.2,3.0,2384.574137931035,3.694581280788177,556.656346749226,1
Fisker,Ocean,2025,Premium,141027.0,54.1,190.0,99.0,6.37,168.0,1000.0,877.0,AWD,7,Sedan,32.1,1626.0,5,1,US,Luxury,11123.0,3.38,4.0,2606.7837338262475,3.512014787430684,615.0061500615006,1
Hyundai,Ioniq 5,2020,Standard,50630.65,64.0,203.0,104.1,5.57,171.0,545.0,452.0,FWD,5,Hatchback,31.4,1560.0,5,0,South Korea,Mid-range,60112.0,3.39,3.0,791.10390625,3.171875,349.3589743589744,1
BMW,i4,2025,Premium,113836.67,71.5,253.0,76.5,6.71,152.0,1000.0,842.0,FWD,7,SUV,37.2,1950.0,4,1,Germany,Luxury,42535.0,3.47,6.5,1592.1212587412588,3.5384615384615383,512.8205128205128,1
Volkswagen,ID.3,2026,Long Range,92636.43,109.7,373.0,74.5,4.44,188.0,1000.0,867.0,FWD,7,Truck,56.1,2583.0,5,0,Germany,Premium,243081.0,3.92,3.0,844.4524156791248,3.400182315405652,387.14672861014327,0
BMW,i7,2024,Standard,64827.83,42.9,150.0,89.3,5.19,176.0,368.0,312.0,RWD,5,SUV,38.3,2130.0,4,2,Germany,Mid-range,69279.0,3.23,6.5,1511.1382284382285,3.4965034965034967,172.7699530516432,1
Kia,Niro EV,2025,Performance,56005.31,102.7,361.0,216.5,4.41,184.0,592.0,524.0,AWD,7,Sedan,22.4,1649.0,5,0,South Korea,Mid-range,96451.0,3.9,5.0,545.329211295034,3.5150925024342743,359.0054578532444,0
Audi,Q6 e-tron,2020,Standard,102595.23,84.1,278.0,83.1,7.86,128.0,773.0,639.0,FWD,5,Coupe,31.5,1500.0,3,1,Germany,Luxury,45569.0,3.67,6.5,1219.9195005945303,3.305588585017836,515.3333333333333,1
Tesla,Model Y,2022,Premium,74321.01,61.2,226.0,217.2,7.98,118.0,555.0,457.0,FWD,7,Truck,67.6,2356.0,5,3,US,Premium,385830.5,3.82,5.0,1214.395588235294,3.69281045751634,235.56876061120545,1
BYD,Qin,2023,Base,51321.91,45.9,150.0,53.5,6.62,156.0,523.0,464.0,RWD,7,Hatchback,36.0,1815.0,5,1,China,Mid-range,135053.0,3.36,4.0,1118.1244008714598,3.2679738562091503,288.1542699724518,1
Toyota,bZ4X,2024,Standard,61582.84,62.3,215.0,127.5,7.4,130.0,668.0,665.0,FWD,5,Hatchback,35.5,1929.0,5,2,Japan,Mid-range,26767.0,3.22,3.0,988.4886035313,3.4510433386837884,346.2934162778642,1
Audi,Q6 e-tron,2022,Base,87894.85,84.4,315.0,107.6,7.62,136.0,609.0,589.0,FWD,7,Hatchback,22.7,1500.0,5,1,Germany,Premium,64291.0,3.45,6.0,1041.4081753554503,3.7322274881516586,406.0,1
BYD,Max,2025,Premium,104281.84,69.7,233.0,138.3,5.5,170.0,1000.0,890.0,AWD,7,Van,70.4,1633.0,4,1,China,Luxury,164080.0,3.52,4.0,1496.1526542324243,3.342898134863701,612.369871402327,0
Tesla,Model X,2026,Performance,167028.1,106.1,356.0,325.4,4.37,186.0,1000.0,866.0,AWD,7,SUV,42.1,2121.0,4,2,US,Luxury,191484.0,4.17,5.0,1574.2516493873704,3.355325164938737,471.4757190004715,0
Hyundai,Ioniq 6,2024,Premium,45546.32,45.1,160.0,121.2,5.18,171.0,424.0,385.0,RWD,7,Sedan,27.7,1514.0,4,0,South Korea,Mid-range,71807.0,3.28,4.0,1009.8962305986696,3.547671840354767,280.0528401585205,1
BYD,Max,2025,Standard,86288.72,81.9,311.0,145.1,5.25,174.0,1000.0,911.0,FWD,5,Van,61.8,1500.0,4,0,China,Premium,120560.0,3.71,3.0,1053.586324786325,3.797313797313797,666.6666666666666,0
Tesla,Model S,2023,Standard,44024.89,81.6,284.0,302.0,7.69,143.0,283.0,237.0,FWD,7,Truck,70.9,2856.0,5,3,US,Mid-range,124369.0,3.76,5.0,539.5207107843138,3.480392156862745,99.08963585434174,1
Fisker,Ocean,2024,Long Range,113331.61,84.6,274.0,74.4,4.86,170.0,1000.0,895.0,RWD,5,Truck,57.1,2457.0,5,0,US,Luxury,17978.0,3.23,3.0,1339.6171394799055,3.238770685579196,407.000407000407,0
Porsche,Taycan,2024,Long Range,111922.96,102.7,358.0,276.9,4.29,188.0,371.0,339.0,FWD,7,Hatchback,23.0,1657.0,5,0,Germany,Luxury,28429.0,3.99,5.0,1089.8048685491724,3.485881207400195,223.898611949306,0
GM/Chevrolet,Silverado EV,2024,Performance,74262.98,80.7,285.0,195.8,3.55,197.0,1000.0,892.0,RWD,7,Sedan,38.9,1589.0,5,0,US,Premium,24171.0,3.38,4.0,920.2351920693928,3.5315985130111525,629.3266205160478,0
BYD,Qin,2025,Performance,122517.87,73.6,252.0,225.1,2.78,200.0,1000.0,873.0,AWD,7,Hatchback,25.6,1755.0,4,0,China,Luxury,150780.0,3.44,3.0,1664.644972826087,3.423913043478261,569.8005698005699,0
Ford,F-150 Lightning,2021,Base,63458.62,66.8,253.0,128.6,7.67,136.0,700.0,632.0,RWD,4,Truck,72.9,2629.0,4,1,US,Mid-range,76517.0,3.4,4.0,949.9793413173652,3.787425149700599,266.26093571700267,1
BMW,i5,2023,Premium,140938.73,59.3,195.0,101.9,6.9,137.0,1000.0,942.0,RWD,5,SUV,37.6,1843.0,5,1,Germany,Luxury,51811.0,3.11,6.5,2376.707082630692,3.288364249578415,542.5935973955507,1
Mercedes,EQC,2026,Base,137679.27,71.2,244.0,54.3,7.92,136.0,848.0,725.0,FWD,7,Coupe,15.9,1767.0,5,1,Germany,Luxury,34790.0,3.64,6.5,1933.6976123595505,3.426966292134831,479.90945104697226,1
GM/Chevrolet,Equinox EV,2025,Premium,91034.7,47.9,164.0,115.9,5.45,169.0,1000.0,923.0,AWD,5,SUV,48.0,1847.0,4,1,US,Premium,12825.0,3.46,3.0,1900.5156576200416,3.4237995824634657,541.4185165132648,1
Kia,Picanto EV,2023,Base,42171.81,67.1,252.0,141.5,7.02,155.0,399.0,351.0,AWD,5,Hatchback,21.8,1500.0,4,0,South Korea,Mid-range,135630.0,3.6,5.0,628.4919523099851,3.7555886736214608,266.0,1
Volkswagen,ID. Aero,2020,Long Range,40762.98,101.5,332.0,75.3,5.95,164.0,315.0,293.0,AWD,7,Coupe,16.4,1532.0,4,0,Germany,Mid-range,220087.0,3.39,4.0,401.6057142857143,3.270935960591133,205.6135770234987,1
Rivian,R3,2025,Base,70880.73,80.9,285.0,59.1,6.31,148.0,218.0,273.0,FWD,5,Truck,78.0,2589.0,5,1,US,Premium,11173.0,3.44,4.0,876.152410383189,3.522867737948084,84.20239474700657,1
Mercedes,EQS,2024,Performance,114049.24,103.4,368.0,191.2,3.81,187.0,607.0,502.0,AWD,5,Van,70.2,1541.0,5,2,Germany,Luxury,68987.0,3.92,6.0,1102.9907156673114,3.5589941972920696,393.90006489292665,0
Tesla,Model 3,2024,Standard,36657.02,61.2,188.0,296.4,7.11,144.0,270.0,219.0,AWD,5,Coupe,28.4,1813.0,5,3,US,Mid-range,208877.0,3.91,5.0,598.9709150326796,3.071895424836601,148.92443463872036,1
Volkswagen,ID. Buzz,2026,Base,46634.88,48.4,169.0,105.6,7.47,137.0,418.0,376.0,FWD,7,Van,77.1,1500.0,4,2,Germany,Mid-range,203221.0,3.33,4.0,963.5305785123968,3.491735537190083,278.6666666666667,1
Porsche,Taycan,2023,Performance,167624.71375,118.1,408.0,222.2,3.9,190.0,1000.0,936.0,AWD,5,Sedan,21.8,1500.0,5,0,Germany,Luxury,26159.0,4.2,6.5,1419.345586367485,3.454699407281965,666.6666666666666,0
Tesla,Model X,2021,Standard,27945.8,48.4,157.0,300.2,7.15,149.0,188.0,200.0,AWD,7,Hatchback,39.7,1891.0,5,2,US,Budget,162791.0,3.38,6.0,577.3925619834711,3.243801652892562,99.41829719725014,1
Volkswagen,ID.4,2024,Standard,36019.25,63.3,224.0,133.5,6.85,140.0,257.0,296.0,RWD,7,Hatchback,18.5,1771.0,4,0,Germany,Mid-range,209890.0,3.52,4.0,569.02448657188,3.5387045813586098,145.115753811406,1
Fisker,Ocean,2024,Premium,121374.95,70.8,262.0,142.8,6.04,153.0,1000.0,845.0,AWD,7,Van,69.2,1768.0,3,0,US,Luxury,26859.0,3.7,5.0,1714.3354519774011,3.7005649717514126,565.6108597285067,0
Mercedes,EQG,2026,Premium,115211.58,57.3,174.0,69.8,6.09,161.0,622.0,619.0,RWD,7,Sedan,15.5,1500.0,4,1,Germany,Luxury,42340.0,3.43,6.0,2010.6732984293196,3.036649214659686,414.6666666666667,1
Mercedes,EQG,2025,Standard,139106.45,61.4,208.0,51.8,6.86,150.0,922.0,787.0,RWD,7,Coupe,38.5,1656.0,5,1,Germany,Luxury,49644.0,3.35,6.0,2265.577361563518,3.3876221498371337,556.7632850241546,1
BYD,Yuan Plus,2024,Base,40390.03,62.1,232.0,89.4,7.19,138.0,402.0,324.0,AWD,7,Coupe,35.4,1810.0,5,0,China,Mid-range,138054.0,3.39,4.0,650.4030595813205,3.735909822866344,222.09944751381212,1
Mercedes,EQE,2025,Standard,103044.63,78.9,264.0,128.1,7.97,132.0,592.0,542.0,AWD,5,Van,63.3,1542.0,5,1,Germany,Luxury,75663.0,3.56,5.0,1306.015589353612,3.3460076045627374,383.916990920882,1
Ford,Mustang Mach-E,2026,Long Range,53193.55,98.0,364.0,83.3,5.19,173.0,541.0,487.0,RWD,7,Van,70.2,1783.0,4,2,US,Mid-range,23578.0,3.93,4.0,542.7913265306123,3.7142857142857135,303.42120022434096,0
Honda,e:Ny1,2026,Performance,51309.25,118.5,410.0,188.1,3.03,200.0,742.0,677.0,RWD,5,Sedan,36.5,1557.0,5,1,Japan,Mid-range,6885.0,3.78,5.0,432.9894514767933,3.459915611814346,476.5574823378292,0
Xiaomi,SU7,2024,Performance,102584.09,74.5,250.0,185.6,3.7,195.0,1000.0,937.0,AWD,5,Hatchback,38.5,1831.0,5,0,China,Luxury,19780.0,3.36,4.0,1376.967651006711,3.355704697986577,546.1496450027307,0
Toyota,bZ4X,2023,Standard,69285.92,67.1,201.0,99.7,5.12,168.0,831.0,745.0,AWD,7,Hatchback,36.2,1552.0,5,1,Japan,Premium,15625.0,3.58,4.0,1032.577049180328,2.995529061102832,535.4381443298969,0
Mercedes,EQC,2024,Performance,167624.71375,106.0,375.0,218.2,3.4,200.0,1000.0,941.0,RWD,5,Coupe,24.5,1729.0,4,1,Germany,Luxury,20936.0,4.04,6.0,1581.3652240566037,3.537735849056604,578.368999421631,0
BYD,Qin,2025,Standard,36623.25,43.3,164.0,149.8,7.7,139.0,344.0,318.0,FWD,5,Truck,59.5,2509.0,5,0,China,Mid-range,185983.0,3.42,5.0,845.8025404157045,3.7875288683602775,137.106416899163,1
Toyota,bZ Compact SUV,2022,Performance,56751.98,90.8,324.0,228.5,3.6,191.0,598.0,543.0,RWD,5,SUV,50.7,2143.0,5,1,Japan,Mid-range,9887.0,3.39,3.0,625.0218061674009,3.5682819383259914,279.04806346243583,0
Kia,EV6,2024,Base,30277.36,62.3,226.0,143.8,5.42,172.0,150.0,200.0,RWD,5,Van,75.2,1644.0,5,1,South Korea,Budget,130299.0,3.2,5.0,485.992937399679,3.6276083467094704,91.24087591240875,1
BMW,i7,2026,Base,48107.44,41.6,150.0,139.0,5.91,169.0,156.0,200.0,AWD,7,SUV,45.9,2060.0,4,1,Germany,Mid-range,49300.0,3.02,6.5,1156.4288461538465,3.605769230769231,75.72815533980582,1
Kia,Sportage EV,2023,Premium,102070.65,49.5,174.0,64.3,5.56,163.0,1000.0,940.0,FWD,7,SUV,50.1,1859.0,3,2,South Korea,Luxury,148039.0,3.37,4.0,2062.0333333333333,3.515151515151515,537.9236148466919,1
Volkswagen,ID.3,2025,Premium,94110.75,60.5,194.0,64.0,6.75,149.0,1000.0,888.0,AWD,7,Van,70.2,1687.0,5,1,Germany,Premium,225387.0,3.43,4.0,1555.5495867768595,3.206611570247934,592.7682276229995,1
Tesla,Cybertruck,2025,Standard,125305.65,42.0,158.0,277.7,6.96,136.0,868.0,786.0,AWD,7,Truck,57.9,2372.0,4,2,US,Luxury,199754.0,3.28,5.0,2983.467857142857,3.761904761904762,365.93591905564926,1
BMW,i7,2026,Performance,116974.41,71.9,251.0,175.3,3.87,190.0,1000.0,909.0,RWD,5,Truck,53.7,2650.0,5,2,Germany,Luxury,50944.0,3.38,6.0,1626.9041724617523,3.4909596662030595,377.35849056603774,0
Hyundai,Ioniq 6,2024,Long Range,84751.75,83.1,305.0,97.4,5.49,169.0,1000.0,924.0,RWD,5,Van,61.0,1511.0,5,0,South Korea,Premium,53893.0,3.55,3.0,1019.8766546329724,3.670276774969916,661.8133686300464,0
Ford,Explorer EV,2025,Standard,65329.39,49.5,157.0,137.3,6.01,165.0,671.0,629.0,RWD,7,Coupe,22.0,1592.0,4,2,US,Premium,24686.0,3.21,4.0,1319.7856565656566,3.171717171717172,421.4824120603015,1
Hyundai,Ioniq,2026,Long Range,78614.71,78.0,278.0,57.5,5.83,159.0,987.0,924.0,FWD,5,Truck,67.3,2653.0,5,2,South Korea,Premium,126223.0,3.68,4.0,1007.8808974358976,3.5641025641025643,372.0316622691293,0
Kia,EV9,2023,Base,52108.05,65.9,230.0,119.1,6.72,152.0,531.0,442.0,FWD,5,SUV,53.0,1976.0,5,0,South Korea,Mid-range,98868.0,3.23,3.0,790.7139605462822,3.4901365705614564,268.72469635627533,1
Audi,e-tron,2023,Base,93510.78,53.0,195.0,63.5,5.08,161.0,659.0,562.0,AWD,5,Hatchback,16.9,1834.0,5,1,Germany,Premium,70832.0,3.16,6.0,1764.3543396226414,3.679245283018868,359.3238822246456,1
GM/Chevrolet,Blazer EV,2022,Standard,55685.25,80.4,288.0,51.4,6.05,158.0,670.0,592.0,FWD,7,Sedan,39.9,1642.0,4,0,US,Mid-range,22694.0,3.58,4.0,692.6026119402984,3.5820895522388057,408.03897685749087,1
BYD,Qin,2025,Base,43868.55,77.3,290.0,123.0,5.63,165.0,450.0,423.0,FWD,5,Coupe,35.5,1761.0,5,1,China,Mid-range,211394.0,3.74,3.0,567.5103492884865,3.751617076326003,255.53662691652468,1
Kia,EV9,2026,Long Range,37918.56,79.9,304.0,103.8,4.71,182.0,284.0,216.0,AWD,5,SUV,42.9,2341.0,5,0,South Korea,Mid-range,92798.0,3.66,3.0,474.57521902377965,3.804755944931164,121.315677061085,1
Volkswagen,ID.5,2023,Premium,87378.56,46.6,155.0,73.9,5.68,162.0,1000.0,866.0,AWD,7,Truck,70.7,2532.0,3,0,Germany,Premium,280958.0,3.26,5.0,1875.0763948497852,3.326180257510729,394.9447077409163,1
Volkswagen,ID. Aero,2025,Long Range,98049.57,79.3,271.0,109.3,5.08,178.0,1000.0,925.0,FWD,7,Truck,78.8,2544.0,4,0,Germany,Premium,232457.0,3.53,3.0,1236.4384615384618,3.4174022698612863,393.08176100628936,0
Audi,Q6 e-tron,2025,Base,91070.12,66.4,224.0,134.5,7.09,152.0,640.0,596.0,AWD,5,Sedan,21.5,1500.0,3,1,Germany,Premium,69627.0,3.71,6.5,1371.5379518072286,3.373493975903614,426.6666666666667,1
BYD,Dolphin,2026,Base,33590.41,74.1,252.0,145.1,7.81,140.0,320.0,319.0,AWD,7,Truck,59.1,2166.0,4,1,China,Budget,225478.0,3.58,5.0,453.31187584345486,3.4008097165991904,147.73776546629733,1
Hyundai,Ioniq 5,2023,Long Range,51553.1,75.3,265.0,102.7,5.85,174.0,530.0,474.0,RWD,5,Coupe,25.8,1500.0,5,0,South Korea,Mid-range,110986.0,3.76,4.0,684.6361221779548,3.5192563081009296,353.3333333333333,1
Ford,Mustang Mach-E,2025,Base,31921.1,77.2,284.0,63.3,5.86,172.0,250.0,221.0,AWD,5,Coupe,16.0,1500.0,5,2,US,Budget,21264.0,3.57,5.0,413.4857512953368,3.6787564766839376,166.66666666666666,1
Toyota,bZ Compact SUV,2020,Base,47569.79,41.5,160.0,86.2,7.8,133.0,419.0,383.0,RWD,5,SUV,43.1,1792.0,4,0,Japan,Mid-range,28709.0,3.17,4.0,1146.26,3.855421686746988,233.81696428571428,1
Rivian,R1T,2025,Standard,78693.27,63.6,243.0,115.4,5.92,171.0,624.0,547.0,RWD,4,Truck,67.1,2866.0,4,0,US,Premium,14022.0,3.14,6.0,1237.3155660377358,3.820754716981132,217.72505233775297,1
BYD,Seagull,2021,Standard,73231.02,46.1,166.0,143.1,7.63,141.0,844.0,798.0,AWD,5,Sedan,24.9,1547.0,4,1,China,Premium,227938.0,3.21,4.0,1588.5253796095444,3.600867678958785,545.5720749838397,1
Polestar,3,2024,Premium,98223.61,58.4,219.0,103.2,7.31,147.0,701.0,672.0,RWD,5,Coupe,27.3,1500.0,4,2,Sweden,Premium,3904.0,3.65,4.0,1681.9111301369865,3.75,467.3333333333333,1
Hyundai,Ioniq,2024,Premium,39646.49,41.0,150.0,94.3,5.91,174.0,271.0,236.0,AWD,5,Hatchback,31.2,1595.0,5,0,South Korea,Mid-range,129173.0,3.0,3.0,966.9875609756097,3.658536585365854,169.90595611285266,1
BMW,i5,2023,Standard,106048.4,47.8,195.0,87.0,6.06,167.0,866.0,827.0,AWD,5,Hatchback,16.4,1511.0,5,1,Germany,Luxury,52016.0,3.3,5.0,2218.585774058577,4.079497907949791,573.1303772336202,1
BYD,Seagull,2026,Standard,75687.78,57.9,223.0,77.4,7.1,136.0,911.0,866.0,AWD,7,Sedan,31.9,1545.0,3,2,China,Premium,230330.0,3.4,4.0,1307.2155440414508,3.85146804835924,589.6440129449838,1
Tesla,Model 3,2022,Premium,74667.63,60.5,201.0,228.2,6.62,159.0,552.0,490.0,AWD,5,Truck,78.2,2148.0,5,2,US,Premium,245609.0,3.71,4.0,1234.175702479339,3.322314049586777,256.98324022346367,1
Tesla,Model S,2024,Standard,132957.6,57.4,197.0,313.0,5.66,168.0,1000.0,900.0,RWD,7,Sedan,24.8,1603.0,5,2,US,Luxury,220563.0,3.46,5.0,2316.3344947735195,3.43205574912892,623.8303181534623,0
BYD,Dolphin,2024,Long Range,38014.51,86.6,325.0,141.9,4.79,169.0,383.0,328.0,AWD,7,SUV,45.2,1687.0,5,0,China,Mid-range,241420.0,3.72,3.0,438.9666281755197,3.752886836027714,227.0302311796088,1
Hyundai,Ioniq 6,2026,Long Range,93179.93,102.1,351.0,126.1,4.97,181.0,1000.0,892.0,FWD,5,Sedan,16.2,1500.0,4,1,South Korea,Premium,64997.0,3.42,4.0,912.633986287953,3.437806072477963,666.6666666666666,0
Tesla,Model Y,2025,Standard,85878.17,49.2,188.0,238.9,6.03,164.0,605.0,592.0,RWD,7,Sedan,29.6,2009.0,4,2,US,Premium,385830.5,3.42,5.0,1745.4912601626015,3.8211382113821135,301.1448481831757,1
Tesla,Model Y,2021,Standard,49771.04,62.5,225.0,212.5,5.56,175.0,317.0,261.0,FWD,5,Coupe,34.2,1578.0,3,3,US,Mid-range,385830.5,3.69,5.0,796.33664,3.6,200.8871989860583,1
BYD,Seagull,2020,Long Range,48719.93,95.3,342.0,125.3,5.39,166.0,449.0,397.0,FWD,5,Coupe,30.4,1511.0,4,0,China,Mid-range,158941.0,3.72,4.0,511.2269674711438,3.588667366211962,297.1542025148908,1
Tesla,Model X,2022,Performance,66277.97,97.7,340.0,285.5,3.71,189.0,445.0,394.0,RWD,5,Truck,59.1,2882.0,3,2,US,Premium,108652.0,4.11,4.0,678.3824974411464,3.480040941658137,154.40666204024984,0
BYD,Max,2026,Standard,42445.79,53.0,173.0,61.8,5.53,167.0,444.0,446.0,AWD,7,Coupe,34.2,1642.0,4,1,China,Mid-range,217748.0,3.05,5.0,800.8639622641509,3.2641509433962264,270.40194884287456,1
Volkswagen,ID. Aero,2023,Performance,44275.35,90.4,308.0,211.5,4.49,180.0,363.0,288.0,AWD,7,Hatchback,36.4,1606.0,5,2,Germany,Mid-range,209760.0,3.52,3.0,489.77157079646014,3.407079646017699,226.027397260274,0
GM/Chevrolet,Bolt EV,2023,Base,38369.91,46.8,177.0,81.7,6.83,139.0,363.0,331.0,FWD,7,SUV,57.5,2174.0,5,0,US,Mid-range,19280.0,3.34,3.0,819.8698717948719,3.7820512820512815,166.97332106715731,1
Ford,Mustang Mach-E,2024,Premium,96727.35,71.4,233.0,128.6,7.7,140.0,1000.0,862.0,AWD,7,Hatchback,20.7,1832.0,3,1,US,Premium,75873.0,3.24,5.0,1354.7247899159663,3.2633053221288515,545.8515283842795,1
BMW,i7,2024,Base,84385.88,47.3,177.0,108.6,7.35,136.0,601.0,552.0,FWD,7,Sedan,23.5,1500.0,5,1,Germany,Premium,74771.0,3.09,6.0,1784.0566596194506,3.7420718816067655,400.6666666666667,1
Rivian,R2,2025,Long Range,105675.37,104.0,386.0,102.2,4.64,173.0,1000.0,866.0,AWD,5,SUV,63.1,2353.0,5,0,US,Luxury,25421.0,3.88,4.0,1016.1093269230768,3.7115384615384617,424.9893752656184,0
Ford,Explorer EV,2026,Base,55828.42,47.5,163.0,69.0,5.68,167.0,570.0,527.0,RWD,5,Hatchback,22.3,1668.0,5,1,US,Mid-range,64449.0,3.39,5.0,1175.3351578947368,3.431578947368421,341.72661870503595,1
Hyundai,Ioniq 6,2025,Base,37922.42,50.5,150.0,65.4,6.36,155.0,325.0,323.0,RWD,5,SUV,68.6,1992.0,3,0,South Korea,Mid-range,75225.0,3.06,5.0,750.9390099009901,2.9702970297029703,163.15261044176708,1
Volkswagen,ID.3,2026,Standard,36867.62,42.0,175.0,63.1,6.92,148.0,259.0,233.0,RWD,7,Van,67.1,1542.0,5,1,Germany,Mid-range,299992.0,3.38,4.0,877.8004761904763,4.166666666666667,167.96368352788585,1
Hyundai,Ioniq 6,2023,Standard,66319.66,72.9,225.0,110.9,7.63,134.0,766.0,617.0,RWD,7,Van,77.2,1709.0,4,0,South Korea,Premium,139935.0,3.2,3.0,909.7347050754458,3.08641975308642,448.21533060269167,1
GM/Chevrolet,Blazer EV,2026,Standard,47749.35,64.3,253.0,114.0,5.82,170.0,522.0,467.0,RWD,7,Truck,71.9,2378.0,5,0,US,Mid-range,11602.0,3.26,4.0,742.6026438569207,3.9346811819595646,219.5121951219512,1
GM/Chevrolet,Bolt EUV,2021,Standard,44183.28,58.8,207.0,105.0,5.23,169.0,449.0,443.0,RWD,5,Van,64.7,1615.0,5,0,US,Mid-range,22786.0,3.51,4.0,751.4163265306123,3.5204081632653064,278.0185758513932,1
Audi,e-tron,2023,Standard,63313.85,56.2,189.0,110.0,6.71,138.0,298.0,281.0,AWD,5,Van,72.2,1632.0,4,1,Germany,Mid-range,25175.0,3.27,6.0,1126.5809608540924,3.3629893238434163,182.59803921568627,1
Hyundai,Kona Electric,2024,Long Range,90974.8,80.4,296.0,119.4,4.7,179.0,1000.0,923.0,FWD,7,Van,72.6,1741.0,4,0,South Korea,Premium,59668.0,3.91,3.0,1131.5273631840796,3.6815920398009943,574.3825387708214,0
Hyundai,Ioniq 5,2022,Performance,81725.25,71.7,234.0,189.2,3.79,197.0,1000.0,888.0,AWD,5,Sedan,37.0,1500.0,5,1,South Korea,Premium,72070.0,3.48,4.0,1139.8221757322176,3.2635983263598325,666.6666666666666,0
Hyundai,i30,2024,Premium,40685.58,66.5,247.0,65.0,6.33,159.0,381.0,313.0,AWD,7,Hatchback,18.5,1548.0,5,0,South Korea,Mid-range,143645.0,3.36,4.0,611.8132330827068,3.7142857142857135,246.12403100775197,1
Volkswagen,ID.5,2023,Performance,62312.34,116.7,420.0,160.5,4.17,191.0,574.0,499.0,FWD,7,Sedan,30.5,1792.0,4,0,Germany,Mid-range,298301.0,3.59,3.0,533.9532133676092,3.5989717223650386,320.3125,0
BYD,Leaf 50X,2021,Premium,32842.63,55.1,180.0,131.0,7.28,139.0,415.0,337.0,AWD,5,SUV,55.1,2155.0,4,1,China,Budget,173134.0,3.1,4.0,596.0549909255898,3.2667876588021776,192.57540603248265,1
